"Time [s]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","TMRM  (A) [µM]","TMRM  (B) [µM]","mtMPrel (A)  [au]","mtMPrel  (B)  [au]"
1146.00,"","","",177.5085,13.5367,179.3694,6.1766,1.2835,1.3537,0.6347,0.6770
1148.00,"","","",177.4888,13.7837,179.3282,7.4634,1.2816,1.3514,0.6338,0.6759
1150.00,"","","",177.4591,13.9319,179.3230,8.8532,1.2804,1.3494,0.6331,0.6749
1152.00,"","","",177.4394,14.0801,179.2973,9.8311,1.2788,1.3472,0.6324,0.6738
1154.00,"","","",177.3900,14.2283,179.2664,10.5517,1.2774,1.3455,0.6316,0.6729
1156.00,"","","",177.3455,14.3272,179.2201,11.1179,1.2757,1.3435,0.6308,0.6720
1158.00,"","","",177.3257,14.3766,179.1789,11.6327,1.2745,1.3420,0.6302,0.6712
1160.00,"","","",177.2961,14.4260,179.1532,11.9930,1.2731,1.3399,0.6295,0.6702
1162.00,"","","",177.2664,14.5248,179.1429,12.2503,1.2720,1.3384,0.6290,0.6694
1164.00,"","","",177.2072,14.6236,179.1223,12.5077,1.2707,1.3369,0.6283,0.6687
1166.00,"","","",177.1578,14.8212,179.1120,12.7650,1.2695,1.3354,0.6277,0.6679
1168.00,"Malate","Both","",177.1479,14.9694,179.0914,12.9195,1.2692,1.3335,0.6275,0.6670
1170.00,"","","",177.1084,15.1176,179.0708,13.0739,1.2482,1.3322,0.6171,0.6663
1172.00,"","","",177.1182,15.2164,179.0657,13.1253,1.1853,1.3307,0.5856,0.6656
1174.00,"","","",177.1281,15.2164,179.0451,13.1253,1.1531,1.3293,0.5695,0.6649
1176.00,"","","",177.1133,15.1176,178.9936,13.0739,1.1389,1.3280,0.5624,0.6643
1178.00,"","","",177.0639,15.0682,178.9524,13.0739,1.1319,1.2800,0.5589,0.6404
1180.00,"","","",177.0095,15.0682,178.9679,13.0739,1.1279,1.2315,0.5569,0.6163
1182.00,"","","",176.9750,15.1176,178.9627,13.0739,1.1254,1.2096,0.5557,0.6054
1184.00,"","","",176.9404,15.2164,178.9370,12.9709,1.1241,1.1991,0.5550,0.6002
1186.00,"","","",176.8762,15.4140,178.9061,12.8680,1.1233,1.1936,0.5546,0.5975
1188.00,"","","",176.7922,15.6611,178.8752,12.8165,1.1228,1.1905,0.5544,0.5960
1190.00,"","","",176.7181,15.8587,178.8443,12.7650,1.1224,1.1885,0.5542,0.5950
1192.00,"","","",176.6637,16.1057,178.8032,12.7650,1.1224,1.1871,0.5542,0.5943
1194.00,"","","",176.5946,16.4021,178.7414,12.8165,1.1220,1.1861,0.5540,0.5938
1196.00,"","","",176.5353,16.7974,178.6899,12.9709,1.1219,1.1855,0.5539,0.5935
1198.00,"","","",176.4908,17.1926,178.6487,13.1253,1.1217,1.1851,0.5538,0.5933
1200.00,"","","",176.4365,17.5878,178.6436,13.2798,1.1216,1.1847,0.5538,0.5931
1202.00,"","","",176.3673,17.9831,178.6024,13.4342,1.1215,1.1844,0.5537,0.5930
1204.00,"","","",176.3228,18.3289,178.5612,13.6401,1.1216,1.1842,0.5538,0.5928
1206.00,"","","",176.2734,18.6747,178.5098,13.7945,1.1215,1.1839,0.5537,0.5927
1208.00,"","","",176.2290,18.9711,178.4635,13.8974,1.1216,1.1835,0.5538,0.5925
1210.00,"","","",176.1499,19.3664,178.4223,14.0518,1.1217,1.1833,0.5538,0.5924
1212.00,"","","",176.0610,19.8604,178.3451,14.2577,1.1218,1.1831,0.5539,0.5923
1214.00,"","","",175.9721,20.4533,178.2833,14.5151,1.1218,1.1831,0.5539,0.5923
1216.00,"","","",175.9128,21.0461,178.2318,14.7724,1.1219,1.1829,0.5540,0.5922
1218.00,"","","",175.8733,21.6389,178.1701,15.0813,1.1219,1.1827,0.5540,0.5921
1220.00,"","","",175.8288,22.1824,178.1443,15.4416,1.1219,1.1826,0.5539,0.5921
1222.00,"","","",175.7794,22.7752,178.1237,15.6989,1.1223,1.1825,0.5541,0.5920
1224.00,"","","",175.7053,23.3187,178.0620,16.0078,1.1223,1.1826,0.5541,0.5920
1226.00,"","","",175.6213,23.9609,178.0002,16.4195,1.1221,1.1825,0.5540,0.5920
1228.00,"","","",175.5768,24.5044,177.9384,16.9343,1.1222,1.1823,0.5541,0.5919
1230.00,"","","",175.5324,25.0478,177.9178,17.3460,1.1223,1.1820,0.5541,0.5918
1232.00,"","","",175.4731,25.4925,177.8921,17.7063,1.1226,1.1820,0.5543,0.5918
1234.00,"","","",175.4039,26.0359,177.8509,18.1181,1.1226,1.1819,0.5543,0.5917
1236.00,"","","",175.3446,26.5299,177.8098,18.5299,1.1223,1.1819,0.5541,0.5917
1238.00,"","","",175.3002,27.0240,177.7480,18.9931,1.1229,1.1817,0.5544,0.5916
1240.00,"","","",175.2508,27.4192,177.6862,19.5079,1.1228,1.1818,0.5544,0.5916
1242.00,"","","",175.2014,27.7650,177.6348,19.9711,1.1227,1.1818,0.5544,0.5916
1244.00,"","","",175.1421,28.1603,177.5730,20.4344,1.1227,1.1817,0.5543,0.5916
1246.00,"","","",175.0482,28.6543,177.5267,20.8976,1.1227,1.1816,0.5543,0.5915
1248.00,"","","",174.9692,29.0989,177.4855,21.3094,1.1228,1.1816,0.5544,0.5915
1250.00,"","","",174.9395,29.4448,177.4700,21.6182,1.1231,1.1810,0.5545,0.5913
1252.00,"","","",174.9049,29.6424,177.4443,21.8756,1.1234,1.1811,0.5547,0.5913
1254.00,"","","",174.8407,29.7412,177.3980,22.0815,1.1234,1.1813,0.5547,0.5914
1256.00,"","","",174.7715,29.7906,177.3517,22.3388,1.1234,1.1811,0.5547,0.5913
1258.00,"","","",174.7123,29.7906,177.2796,22.5962,1.1235,1.1811,0.5547,0.5913
1260.00,"","","",174.6382,29.8400,177.1921,22.9050,1.1232,1.1812,0.5546,0.5913
1262.00,"","","",174.5789,29.8400,177.1200,23.1109,1.1235,1.1811,0.5547,0.5913
1264.00,"","","",174.5097,29.7906,177.0686,23.3168,1.1234,1.1813,0.5547,0.5914
1266.00,"","","",174.4405,29.7412,177.0428,23.4712,1.1237,1.1814,0.5548,0.5914
1268.00,"","","",174.3763,29.7906,177.0274,23.5227,1.1238,1.1814,0.5549,0.5914
1270.00,"","","",174.3071,29.8894,176.9759,23.5741,1.1242,1.1813,0.5551,0.5914
1272.00,"","","",174.2627,29.8894,176.8987,23.6771,1.1240,1.1813,0.5550,0.5914
1274.00,"","","",174.2133,29.9388,176.8421,23.7800,1.1240,1.1813,0.5550,0.5914
1276.00,"","","",174.1392,29.9882,176.7906,23.9344,1.1243,1.1813,0.5551,0.5914
1278.00,"","","",174.0552,30.0376,176.7443,24.0374,1.1243,1.1810,0.5552,0.5913
1280.00,"","","",173.9712,30.1858,176.7083,24.0889,1.1245,1.1810,0.5552,0.5913
1282.00,"","","",173.9218,30.2352,176.6825,24.0374,1.1248,1.1811,0.5554,0.5913
1284.00,"","","",173.8724,30.2846,176.6413,23.9859,1.1248,1.1812,0.5554,0.5913
1286.00,"","","",173.8181,30.2846,176.5899,23.9344,1.1248,1.1810,0.5554,0.5913
1288.00,"","","",173.7588,30.2846,176.5230,23.9344,1.1251,1.1813,0.5555,0.5914
1290.00,"","","",173.6896,30.2846,176.4355,23.9859,1.1250,1.1812,0.5555,0.5913
1292.00,"","","",173.6106,30.3835,176.3634,24.1403,1.1251,1.1813,0.5555,0.5914
1294.00,"ADP","Both","",173.5364,30.5811,176.3016,24.2947,1.1264,1.1813,0.5562,0.5914
1296.00,"","","",173.4376,30.7787,176.2502,24.5006,1.1958,1.1813,0.5909,0.5914
1298.00,"","","",173.4376,30.8775,176.1935,24.7580,1.3101,1.1813,0.6480,0.5914
1300.00,"","","",173.3932,30.9269,176.1421,24.9124,1.3898,1.1813,0.6879,0.5914
1302.00,"","","",173.2746,31.0257,176.1060,25.0154,1.4364,1.1814,0.7112,0.5914
1304.00,"","","",173.1215,31.3221,176.0752,25.1183,1.4637,1.1817,0.7248,0.5916
1306.00,"","","",172.9337,31.8656,176.0134,25.2727,1.4804,1.1815,0.7331,0.5915
1308.00,"","","",172.7312,32.6560,175.9207,25.4786,1.4920,1.1931,0.7389,0.5973
1310.00,"","","",172.4841,33.6935,175.8899,25.6330,1.5005,1.2845,0.7432,0.6426
1312.00,"","","",172.2470,34.9780,175.9259,25.5815,1.5066,1.3778,0.7462,0.6890
1314.00,"","","",172.0099,36.5095,175.8899,25.4786,1.5116,1.4385,0.7487,0.7192
1316.00,"","","",171.7530,38.3375,175.7818,25.4786,1.5153,1.4730,0.7506,0.7363
1318.00,"","","",171.4812,40.4125,175.6479,25.6330,1.5181,1.4938,0.7520,0.7466
1320.00,"","","",171.1898,42.7344,175.4781,26.0448,1.5199,1.5071,0.7529,0.7532
1322.00,"","","",170.8983,45.3529,175.2979,26.6625,1.5215,1.5163,0.7537,0.7578
1324.00,"","","",170.6167,48.1689,175.1487,27.4345,1.5229,1.5229,0.7544,0.7611
1326.00,"","","",170.3351,51.2319,174.9788,28.4125,1.5236,1.5282,0.7547,0.7637
1328.00,"","","",170.0386,54.5914,174.7626,29.5964,1.5242,1.5322,0.7550,0.7657
1330.00,"","","",169.7323,58.0497,174.5619,30.9346,1.5245,1.5355,0.7552,0.7673
1332.00,"","","",169.4063,61.7550,174.3714,32.4273,1.5246,1.5377,0.7552,0.7685
1334.00,"","","",169.0851,65.6085,174.1810,34.0229,1.5245,1.5397,0.7552,0.7694
1336.00,"","","",168.7640,69.6596,173.9802,35.8245,1.5245,1.5411,0.7552,0.7701
1338.00,"","","",168.4429,73.8096,173.7332,37.8319,1.5242,1.5425,0.7550,0.7708
1340.00,"","","",168.1415,78.1077,173.4758,40.1996,1.5239,1.5431,0.7549,0.7711
1342.00,"","","",167.8550,82.4059,173.2442,42.7732,1.5234,1.5438,0.7546,0.7714
1344.00,"","","",167.5536,86.8028,173.0177,45.5012,1.5229,1.5443,0.7544,0.7717
1346.00,"","","",167.2572,91.1504,172.8067,48.2292,1.5224,1.5447,0.7541,0.7719
1348.00,"","","",166.9460,95.5967,172.5957,51.0601,1.5218,1.5445,0.7538,0.7718
1350.00,"","","",166.6149,100.0431,172.3640,53.9426,1.5215,1.5443,0.7537,0.7717
1352.00,"","","",166.2790,104.4400,172.1376,56.9794,1.5207,1.5442,0.7533,0.7717
1354.00,"","","",165.9678,108.7876,171.9059,60.0677,1.5201,1.5442,0.7530,0.7716
1356.00,"","","",165.6565,113.0857,171.6434,63.3105,1.5195,1.5441,0.7527,0.7716
1358.00,"","","",165.3156,117.3345,171.4118,66.5532,1.5187,1.5436,0.7522,0.7714
1360.00,"","","",164.9846,121.5832,171.1699,69.8474,1.5180,1.5432,0.7519,0.7711
1362.00,"","","",164.6536,125.6343,170.9125,73.0901,1.5173,1.5428,0.7516,0.7710
1364.00,"","","",164.3078,129.5867,170.6809,76.3329,1.5166,1.5424,0.7512,0.7708
1366.00,"","","",163.9768,133.3414,170.4596,79.5241,1.5161,1.5420,0.7510,0.7705
1368.00,"","","",163.6804,136.7996,170.2434,82.6124,1.5153,1.5413,0.7506,0.7702
1370.00,"","","",163.3790,140.0109,169.9963,85.8037,1.5148,1.5408,0.7503,0.7699
1372.00,"","","",163.0776,142.9751,169.7390,88.9435,1.5139,1.5403,0.7499,0.7697
1374.00,"","","",162.7713,145.6430,169.4765,92.0833,1.5133,1.5396,0.7496,0.7693
1376.00,"","","",162.4601,148.0638,169.2294,95.1201,1.5127,1.5390,0.7493,0.7690
1378.00,"","","",162.1439,150.0399,168.9823,98.1055,1.5121,1.5385,0.7490,0.7688
