"Time [min]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","Amp - Raw  (A) [V]","Amp - slope  (A) [pmol/(s*ml)]","Amp - Raw  (B) [V]","Amp - slope  (B) [pmol/(s*ml)]"
36.17,"","","",77.6460,82.1795,91.7967,318.4755,0.2836,0.1960,0.3275,0.1480
36.20,"","","",77.5414,75.2115,91.5402,313.3010,0.2840,0.1810,0.3275,0.1600
36.23,"","","",77.4543,69.1580,91.2925,307.5958,0.2839,0.1640,0.3273,0.1710
36.27,"","","",77.3542,64.1061,91.0537,301.4483,0.2835,0.1440,0.3271,0.1810
36.30,"","","",77.2496,60.1866,90.8193,294.8585,0.2836,0.1220,0.3273,0.1890
36.33,"","","",77.1277,57.4429,90.6026,287.8707,0.2841,0.1000,0.3274,0.1970
36.37,"","","",77.0275,55.9187,90.3947,280.4849,0.2842,0.0710,0.3274,0.2040
36.40,"","","",76.9317,55.2654,90.1912,272.7453,0.2842,0.0580,0.3274,0.2090
36.43,"","","",76.8490,55.0041,89.9922,264.7402,0.2846,0.0470,0.3274,0.2140
36.47,"","","",76.7488,54.8299,89.8153,256.4257,0.2845,0.0380,0.3276,0.2170
36.50,"","","",76.6399,54.6993,89.6473,247.9342,0.2843,0.0310,0.3276,0.2190
36.53,"","","",76.5441,54.4815,89.4836,239.1773,0.2845,0.0250,0.3275,0.2210
36.57,"","","",76.4570,54.2202,89.3200,230.2878,0.2845,0.0220,0.3275,0.2210
36.60,"","","",76.3482,53.9589,89.1475,221.2655,0.2845,0.0200,0.3274,0.2200
36.63,"","","",76.2349,53.6976,88.9883,212.2433,0.2845,0.0180,0.3276,0.2180
36.67,"","","",76.1260,53.4363,88.8379,203.2211,0.2844,0.0170,0.3275,0.2140
36.70,"","","",76.0215,53.2186,88.6699,194.2431,0.2844,0.0170,0.3274,0.2090
36.73,"","","",75.9257,53.0008,88.5062,185.3536,0.2842,0.0160,0.3274,0.2030
36.77,"","","",75.8386,52.7830,88.3514,176.5967,0.2844,0.0160,0.3275,0.1960
36.80,"","","",75.7602,52.5217,88.2143,168.0167,0.2844,0.0150,0.3276,0.1870
36.83,"","","",75.7036,52.2169,88.0728,159.6137,0.2842,0.0150,0.3274,0.1780
36.87,"","","",75.6426,51.7814,87.9268,151.5202,0.2841,0.0150,0.3274,0.1670
36.90,"","","",75.5381,51.3894,87.7765,143.7364,0.2842,0.0140,0.3275,0.1570
36.93,"","","",75.4379,51.0846,87.6349,136.3947,0.2844,0.0140,0.3274,0.1450
36.97,"","","",75.3421,50.7362,87.4978,129.4069,0.2844,0.0150,0.3274,0.1310
37.00,"","","",75.2420,50.3878,87.3563,122.9499,0.2843,0.0150,0.3274,0.1170
37.03,"","","",75.1113,50.1265,87.2104,117.0235,0.2845,0.0150,0.3275,0.1010
37.07,"","","",74.9937,49.9087,87.0777,111.6721,0.2846,0.0150,0.3275,0.0850
37.10,"","","",74.8936,49.6910,86.9450,106.9841,0.2845,0.0150,0.3272,0.0650
37.13,"","","",74.8021,49.5168,86.8123,102.9152,0.2842,0.0130,0.3275,0.0480
37.17,"","","",74.6976,49.3861,86.6929,99.2002,0.2843,0.0120,0.3272,0.0340
37.20,"","","",74.5844,49.2555,86.5824,95.7505,0.2845,0.0110,0.3272,0.0240
37.23,"","","",74.4755,49.1684,86.4497,92.5662,0.2845,0.0110,0.3273,0.0170
37.27,"","","",74.3884,49.0813,86.3170,89.6473,0.2847,0.0110,0.3273,0.0110
37.30,"","","",74.3100,48.9942,86.1755,86.9937,0.2846,0.0110,0.3274,0.0070
37.33,"","","",74.2272,48.9071,86.0384,84.6054,0.2845,0.0110,0.3273,0.0040
37.37,"","","",74.1271,48.8200,85.9190,82.4383,0.2845,0.0100,0.3274,0.0020
37.40,"","","",74.0356,48.7329,85.8084,80.4924,0.2846,0.0090,0.3272,0.0000
37.43,"","","",73.9355,48.6893,85.6846,78.7233,0.2848,0.0090,0.3271,-0.0020
37.47,"","","",73.8309,48.6458,85.5563,77.0869,0.2845,0.0080,0.3273,-0.0020
37.50,"","","",73.7482,48.6022,85.4369,75.6274,0.2846,0.0070,0.3278,-0.0010
37.53,"","","",73.6524,48.5151,85.3175,74.3006,0.2848,0.0070,0.3277,0.0000
37.57,"","","",73.5566,48.4716,85.1981,73.0181,0.2847,0.0070,0.3273,-0.0010
37.60,"","","",73.4782,48.3409,85.0742,71.9124,0.2846,0.0060,0.3274,-0.0010
37.63,"","","",73.3867,48.2538,84.9548,70.8952,0.2845,0.0040,0.3274,-0.0020
37.67,"","","",73.2822,48.2103,84.8398,69.9664,0.2841,0.0030,0.3275,-0.0010
37.70,"","","",73.1907,48.1667,84.7204,69.0819,0.2841,0.0020,0.3278,-0.0010
37.73,"","","",73.1036,48.1232,84.6054,68.2858,0.2839,0.0000,0.3277,0.0000
37.77,"","","",73.0035,48.0361,84.4993,67.5340,0.2839,0.0000,0.3279,0.0000
37.80,"","","",72.8946,47.9925,84.3843,66.8263,0.2839,-0.0010,0.3278,0.0010
37.83,"","","",72.7944,47.9925,84.2693,66.1629,0.2841,-0.0020,0.3278,0.0020
37.87,"","","",72.7117,47.9490,84.1455,65.4996,0.2844,-0.0020,0.3277,0.0030
37.90,"","","",72.6246,47.9054,84.0261,64.8804,0.2842,-0.0020,0.3278,0.0030
37.93,"","","",72.5244,47.8619,83.9155,64.3054,0.2842,-0.0020,0.3278,0.0040
37.97,"","","",72.4156,47.9054,83.8094,63.7305,0.2843,-0.0020,0.3277,0.0040
38.00,"","","",72.3328,47.9054,83.6988,63.1998,0.2841,-0.0020,0.3277,0.0050
38.03,"","","",72.2631,47.9054,83.5926,62.6691,0.2841,-0.0030,0.3276,0.0050
38.07,"","","",72.1673,47.9054,83.4909,62.1383,0.2841,-0.0030,0.3276,0.0050
38.10,"","","",72.0584,47.9490,83.3848,61.6518,0.2842,-0.0040,0.3278,0.0060
38.13,"","","",71.9583,47.9490,83.2742,61.2096,0.2842,-0.0040,0.3278,0.0060
38.17,"","","",71.8625,47.8619,83.1592,60.7231,0.2841,-0.0050,0.3278,0.0070
38.20,"","","",71.7536,47.7312,83.0265,60.3250,0.2839,-0.0060,0.3278,0.0070
38.23,"","","",71.6708,47.6441,82.9116,59.9712,0.2841,-0.0060,0.3280,0.0080
38.27,"","","",71.5794,47.4699,82.7966,59.6174,0.2842,-0.0070,0.3279,0.0080
38.30,"","","",71.4618,47.3828,82.6904,59.3078,0.2839,-0.0070,0.3277,0.0080
38.33,"","","",71.3573,47.3393,82.5799,58.9982,0.2839,-0.0080,0.3277,0.0080
38.37,"","","",71.2615,47.2957,82.4693,58.7329,0.2838,-0.0090,0.3278,0.0080
38.40,"","","",71.1874,47.2957,82.3631,58.4675,0.2838,-0.0090,0.3276,0.0080
38.43,"","","",71.0916,47.2957,82.2526,58.2022,0.2839,-0.0090,0.3276,0.0070
38.47,"","","",70.9871,47.2957,82.1464,57.9810,0.2839,-0.0100,0.3276,0.0070
38.50,"","","",70.8869,47.3393,82.0403,57.7157,0.2841,-0.0100,0.3278,0.0070
38.53,"","","",70.7911,47.4264,81.9165,57.4503,0.2842,-0.0100,0.3277,0.0060
38.57,"","","",70.6953,47.5135,81.8015,57.2292,0.2840,-0.0100,0.3276,0.0050
38.60,"","","",70.6039,47.6006,81.6997,57.0080,0.2841,-0.0090,0.3277,0.0050
38.63,"","","",70.4863,47.6877,81.5803,56.8311,0.2838,-0.0090,0.3274,0.0040
38.67,"","","",70.3730,47.7748,81.4742,56.6985,0.2840,-0.0090,0.3275,0.0030
38.70,"","","",70.2467,47.9490,81.3680,56.5658,0.2840,-0.0080,0.3273,0.0020
38.73,"","","",70.1292,48.1232,81.2707,56.3889,0.2839,-0.0080,0.3272,0.0000
38.77,"","","",70.0246,48.3409,81.1646,56.2120,0.2839,-0.0070,0.3275,-0.0010
